"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","GDP","TOT","MLN_USD","A","2002",276017.772,
"SWE","GDP","TOT","MLN_USD","A","2003",284711.106,
"SWE","GDP","TOT","MLN_USD","A","2004",304256.148,
"SWE","GDP","TOT","MLN_USD","A","2005",309212.867,
"SWE","GDP","TOT","MLN_USD","A","2006",342150.661,
"SWE","GDP","TOT","MLN_USD","A","2007",373749.881,
"SWE","GDP","TOT","MLN_USD","A","2008",388684.19,
"SWE","GDP","TOT","MLN_USD","A","2009",374814.888,
"SWE","GDP","TOT","MLN_USD","A","2010",396283.62,
"SWE","GDP","TOT","MLN_USD","A","2011",421515.998,
"SWE","GDP","TOT","MLN_USD","A","2012",432488.303,
"SWE","GDP","TOT","MLN_USD","A","2013",444616.544,
"SWE","GDP","TOT","MLN_USD","A","2014",457507.758,
"SWE","GDP","TOT","MLN_USD","A","2015",481170.723,
"SWE","GDP","TOT","MLN_USD","A","2016",500423.665,
"SWE","GDP","TOT","MLN_USD","A","2017",522476.825,
"SWE","GDP","TOT","MLN_USD","A","2018",544916.384,
"SWE","GDP","TOT","MLN_USD","A","2019",568811.735,
"SWE","GDP","TOT","MLN_USD","A","2020",568545.246,
"CHE","GDP","TOT","MLN_USD","A","1970",47492.922,"E"
"CHE","GDP","TOT","MLN_USD","A","1971",51934.076,"E"
"CHE","GDP","TOT","MLN_USD","A","1972",55913.069,"E"
"CHE","GDP","TOT","MLN_USD","A","1973",60775.785,"E"
"CHE","GDP","TOT","MLN_USD","A","1974",67208.608,"E"
"CHE","GDP","TOT","MLN_USD","A","1975",68085.57,"E"
"CHE","GDP","TOT","MLN_USD","A","1976",70824.285,"E"
"CHE","GDP","TOT","MLN_USD","A","1977",77055.563,"E"
"CHE","GDP","TOT","MLN_USD","A","1978",82812.918,"E"
"CHE","GDP","TOT","MLN_USD","A","1979",91918.047,"E"
"CHE","GDP","TOT","MLN_USD","A","1980",104833.186,
"CHE","GDP","TOT","MLN_USD","A","1981",116590.268,
"CHE","GDP","TOT","MLN_USD","A","1982",122172.5,
"CHE","GDP","TOT","MLN_USD","A","1983",127769.078,
"CHE","GDP","TOT","MLN_USD","A","1984",136361.18,
"CHE","GDP","TOT","MLN_USD","A","1985",145841.305,
"CHE","GDP","TOT","MLN_USD","A","1986",151543.64,
"CHE","GDP","TOT","MLN_USD","A","1987",157752.645,
"CHE","GDP","TOT","MLN_USD","A","1988",168670.151,
"CHE","GDP","TOT","MLN_USD","A","1989",182873.719,
"CHE","GDP","TOT","MLN_USD","A","1990",190833.753,
"CHE","GDP","TOT","MLN_USD","A","1991",195480.491,
"CHE","GDP","TOT","MLN_USD","A","1992",199847.877,
"CHE","GDP","TOT","MLN_USD","A","1993",204325.094,
"CHE","GDP","TOT","MLN_USD","A","1994",211338.041,
"CHE","GDP","TOT","MLN_USD","A","1995",216807.006,
"CHE","GDP","TOT","MLN_USD","A","1996",222517.356,
"CHE","GDP","TOT","MLN_USD","A","1997",232230.013,
"CHE","GDP","TOT","MLN_USD","A","1998",241055.704,
"CHE","GDP","TOT","MLN_USD","A","1999",248739.984,
"CHE","GDP","TOT","MLN_USD","A","2000",264299.171,
"CHE","GDP","TOT","MLN_USD","A","2001",274106.119,
"CHE","GDP","TOT","MLN_USD","A","2002",282753.058,
"CHE","GDP","TOT","MLN_USD","A","2003",284759.572,
"CHE","GDP","TOT","MLN_USD","A","2004",297823.895,
"CHE","GDP","TOT","MLN_USD","A","2005",310493.747,
"CHE","GDP","TOT","MLN_USD","A","2006",347559.421,
"CHE","GDP","TOT","MLN_USD","A","2007",386208.981,
"CHE","GDP","TOT","MLN_USD","A","2008",413714.827,
"CHE","GDP","TOT","MLN_USD","A","2009",413468.607,
"CHE","GDP","TOT","MLN_USD","A","2010",429590.099,
"CHE","GDP","TOT","MLN_USD","A","2011",458820.075,
"CHE","GDP","TOT","MLN_USD","A","2012",479280.805,
"CHE","GDP","TOT","MLN_USD","A","2013",503360.433,
"CHE","GDP","TOT","MLN_USD","A","2014",524917.015,
"CHE","GDP","TOT","MLN_USD","A","2015",546805.519,
"CHE","GDP","TOT","MLN_USD","A","2016",570267.342,
"CHE","GDP","TOT","MLN_USD","A","2017",584052.298,
"CHE","GDP","TOT","MLN_USD","A","2018",610234.706,
"CHE","GDP","TOT","MLN_USD","A","2019",627228.422,
"CHE","GDP","TOT","MLN_USD","A","2020",619788.889,
"TUR","GDP","TOT","MLN_USD","A","1970",62507.507,"E"
"TUR","GDP","TOT","MLN_USD","A","1971",69699.628,"E"
"TUR","GDP","TOT","MLN_USD","A","1972",77952.83,"E"
"TUR","GDP","TOT","MLN_USD","A","1973",85099.674,"E"
"TUR","GDP","TOT","MLN_USD","A","1974",97728.264,"E"
"TUR","GDP","TOT","MLN_USD","A","1975",114629.313,"E"
"TUR","GDP","TOT","MLN_USD","A","1976",133250.214,"E"
"TUR","GDP","TOT","MLN_USD","A","1977",146586.557,"E"
"TUR","GDP","TOT","MLN_USD","A","1978",159449.02,"E"
"TUR","GDP","TOT","MLN_USD","A","1979",171507.276,"E"
"TUR","GDP","TOT","MLN_USD","A","1980",181974.422,"E"
"TUR","GDP","TOT","MLN_USD","A","1981",208912.849,"E"
"TUR","GDP","TOT","MLN_USD","A","1982",229788.585,"E"
"TUR","GDP","TOT","MLN_USD","A","1983",250743.498,"E"
"TUR","GDP","TOT","MLN_USD","A","1984",277295.985,"E"
"TUR","GDP","TOT","MLN_USD","A","1985",298192.915,"E"
"TUR","GDP","TOT","MLN_USD","A","1986",325520.109,"E"
"TUR","GDP","TOT","MLN_USD","A","1987",365211.684,"E"
"TUR","GDP","TOT","MLN_USD","A","1988",386102.488,"E"
"TUR","GDP","TOT","MLN_USD","A","1989",402256.472,"E"
"TUR","GDP","TOT","MLN_USD","A","1990",455936.304,"E"
"TUR","GDP","TOT","MLN_USD","A","1991",475722.665,"E"
"TUR","GDP","TOT","MLN_USD","A","1992",515680.562,"E"
"TUR","GDP","TOT","MLN_USD","A","1993",570352.254,"E"
"TUR","GDP","TOT","MLN_USD","A","1994",550750.035,"E"
"TUR","GDP","TOT","MLN_USD","A","1995",602734.682,"E"
"TUR","GDP","TOT","MLN_USD","A","1996",655568.734,"E"
"TUR","GDP","TOT","MLN_USD","A","1997",717237.054,"E"
"TUR","GDP","TOT","MLN_USD","A","1998",558241.918,
"TUR","GDP","TOT","MLN_USD","A","1999",546532.203,
"TUR","GDP","TOT","MLN_USD","A","2000",609198.924,
"TUR","GDP","TOT","MLN_USD","A","2001",595977.457,
"TUR","GDP","TOT","MLN_USD","A","2002",612446.634,
"TUR","GDP","TOT","MLN_USD","A","2003",640401.152,
"TUR","GDP","TOT","MLN_USD","A","2004",735155.229,
"TUR","GDP","TOT","MLN_USD","A","2005",815102.371,
"TUR","GDP","TOT","MLN_USD","A","2006",944033.702,
"TUR","GDP","TOT","MLN_USD","A","2007",1041497.943,
"TUR","GDP","TOT","MLN_USD","A","2008",1139548.435,
"TUR","GDP","TOT","MLN_USD","A","2009",1113289.469,
"TUR","GDP","TOT","MLN_USD","A","2010",1269742.72,
"TUR","GDP","TOT","MLN_USD","A","2011",1454111.872,
"TUR","GDP","TOT","MLN_USD","A","2012",1550688.484,
"TUR","GDP","TOT","MLN_USD","A","2013",1703669.602,
"TUR","GDP","TOT","MLN_USD","A","2014",1860470.92,
"TUR","GDP","TOT","MLN_USD","A","2015",2022397.778,
"TUR","GDP","TOT","MLN_USD","A","2016",2116398.303,
"TUR","GDP","TOT","MLN_USD","A","2017",2264269.34,
"TUR","GDP","TOT","MLN_USD","A","2018",2301106.178,
"TUR","GDP","TOT","MLN_USD","A","2019",2277897.893,
"TUR","GDP","TOT","MLN_USD","A","2020",2371086.011,
"GBR","GDP","TOT","MLN_USD","A","1970",201127.914,
"GBR","GDP","TOT","MLN_USD","A","1971",218729.687,
"GBR","GDP","TOT","MLN_USD","A","1972",238046.267,
"GBR","GDP","TOT","MLN_USD","A","1973",267471.689,
"GBR","GDP","TOT","MLN_USD","A","1974",284297.59,
"GBR","GDP","TOT","MLN_USD","A","1975",306053.407,
"GBR","GDP","TOT","MLN_USD","A","1976",332293.854,
"GBR","GDP","TOT","MLN_USD","A","1977",361614.849,
"GBR","GDP","TOT","MLN_USD","A","1978",403322.856,
"GBR","GDP","TOT","MLN_USD","A","1979",453160.053,
"GBR","GDP","TOT","MLN_USD","A","1980",484057.29,
"GBR","GDP","TOT","MLN_USD","A","1981",525685.72,
"GBR","GDP","TOT","MLN_USD","A","1982",569298.517,
"GBR","GDP","TOT","MLN_USD","A","1983",616573.003,
"GBR","GDP","TOT","MLN_USD","A","1984",653312.635,
"GBR","GDP","TOT","MLN_USD","A","1985",701925.771,
"GBR","GDP","TOT","MLN_USD","A","1986",738620.211,
"GBR","GDP","TOT","MLN_USD","A","1987",797699.242,
"GBR","GDP","TOT","MLN_USD","A","1988",873178.007,
"GBR","GDP","TOT","MLN_USD","A","1989",930798.947,
"GBR","GDP","TOT","MLN_USD","A","1990",972727.331,
"GBR","GDP","TOT","MLN_USD","A","1991",994529.34,
"GBR","GDP","TOT","MLN_USD","A","1992",1021273.532,
"GBR","GDP","TOT","MLN_USD","A","1993",1071500.82,
"GBR","GDP","TOT","MLN_USD","A","1994",1136471.417,
"GBR","GDP","TOT","MLN_USD","A","1995",1193940.042,
"GBR","GDP","TOT","MLN_USD","A","1996",1275075.509,
"GBR","GDP","TOT","MLN_USD","A","1997",1343714.172,
"GBR","GDP","TOT","MLN_USD","A","1998",1385124.539,
"GBR","GDP","TOT","MLN_USD","A","1999",1435578.566,
"GBR","GDP","TOT","MLN_USD","A","2000",1559692.367,
"GBR","GDP","TOT","MLN_USD","A","2001",1644661.001,
"GBR","GDP","TOT","MLN_USD","A","2002",1725433.293,
"GBR","GDP","TOT","MLN_USD","A","2003",1808753.062,
"GBR","GDP","TOT","MLN_USD","A","2004",1921522.812,
"GBR","GDP","TOT","MLN_USD","A","2005",1977979.631,
"GBR","GDP","TOT","MLN_USD","A","2006",2117406.787,
"GBR","GDP","TOT","MLN_USD","A","2007",2186268.32,
"GBR","GDP","TOT","MLN_USD","A","2008",2278426.918,
"GBR","GDP","TOT","MLN_USD","A","2009",2194513.659,
"GBR","GDP","TOT","MLN_USD","A","2010",2297532.502,
"GBR","GDP","TOT","MLN_USD","A","2011",2364569.348,
"GBR","GDP","TOT","MLN_USD","A","2012",2453352.31,
"GBR","GDP","TOT","MLN_USD","A","2013",2579158.897,
"GBR","GDP","TOT","MLN_USD","A","2014",2686204.365,
"GBR","GDP","TOT","MLN_USD","A","2015",2794323.894,
"GBR","GDP","TOT","MLN_USD","A","2016",2928594.414,
"GBR","GDP","TOT","MLN_USD","A","2017",3063307.239,
"GBR","GDP","TOT","MLN_USD","A","2018",3181006.985,
"GBR","GDP","TOT","MLN_USD","A","2019",3297286.361,
"GBR","GDP","TOT","MLN_USD","A","2020",3082000.35,
"USA","GDP","TOT","MLN_USD","A","1970",1073303,
"USA","GDP","TOT","MLN_USD","A","1971",1164850,
"USA","GDP","TOT","MLN_USD","A","1972",1279110,
"USA","GDP","TOT","MLN_USD","A","1973",1425376,
"USA","GDP","TOT","MLN_USD","A","1974",1545243,
"USA","GDP","TOT","MLN_USD","A","1975",1684904,
"USA","GDP","TOT","MLN_USD","A","1976",1873412,
"USA","GDP","TOT","MLN_USD","A","1977",2081826,
"USA","GDP","TOT","MLN_USD","A","1978",2351599,
"USA","GDP","TOT","MLN_USD","A","1979",2627333,
"USA","GDP","TOT","MLN_USD","A","1980",2857307,
"USA","GDP","TOT","MLN_USD","A","1981",3207041,
"USA","GDP","TOT","MLN_USD","A","1982",3343789,
"USA","GDP","TOT","MLN_USD","A","1983",3634038,
"USA","GDP","TOT","MLN_USD","A","1984",4037613,
"USA","GDP","TOT","MLN_USD","A","1985",4338979,
"USA","GDP","TOT","MLN_USD","A","1986",4579631,
"USA","GDP","TOT","MLN_USD","A","1987",4855215,
"USA","GDP","TOT","MLN_USD","A","1988",5236438,
"USA","GDP","TOT","MLN_USD","A","1989",5641580,
"USA","GDP","TOT","MLN_USD","A","1990",5963144,
"USA","GDP","TOT","MLN_USD","A","1991",6158129,
"USA","GDP","TOT","MLN_USD","A","1992",6520327,
"USA","GDP","TOT","MLN_USD","A","1993",6858559,
"USA","GDP","TOT","MLN_USD","A","1994",7287236,
"USA","GDP","TOT","MLN_USD","A","1995",7639749,
"USA","GDP","TOT","MLN_USD","A","1996",8073122,
"USA","GDP","TOT","MLN_USD","A","1997",8577552,
"USA","GDP","TOT","MLN_USD","A","1998",9062817,
"USA","GDP","TOT","MLN_USD","A","1999",9631172,
"USA","GDP","TOT","MLN_USD","A","2000",10250952,
"USA","GDP","TOT","MLN_USD","A","2001",10581929,
"USA","GDP","TOT","MLN_USD","A","2002",10929108,
"USA","GDP","TOT","MLN_USD","A","2003",11456450,
"USA","GDP","TOT","MLN_USD","A","2004",12217196,
"USA","GDP","TOT","MLN_USD","A","2005",13039197,
"USA","GDP","TOT","MLN_USD","A","2006",13815583,
"USA","GDP","TOT","MLN_USD","A","2007",14474228,
"USA","GDP","TOT","MLN_USD","A","2008",14769862,
"USA","GDP","TOT","MLN_USD","A","2009",14478067,
"USA","GDP","TOT","MLN_USD","A","2010",15048970,
"USA","GDP","TOT","MLN_USD","A","2011",15599731,
"USA","GDP","TOT","MLN_USD","A","2012",16253970,
"USA","GDP","TOT","MLN_USD","A","2013",16843196,
"USA","GDP","TOT","MLN_USD","A","2014",17550687,
"USA","GDP","TOT","MLN_USD","A","2015",18206023,
"USA","GDP","TOT","MLN_USD","A","2016",18695106,
"USA","GDP","TOT","MLN_USD","A","2017",19479623,
"USA","GDP","TOT","MLN_USD","A","2018",20527159,
"USA","GDP","TOT","MLN_USD","A","2019",21372582,
"USA","GDP","TOT","MLN_USD","A","2020",20893746,
"CHL","GDP","TOT","MLN_USD","A","1986",41610.215,"E"
"CHL","GDP","TOT","MLN_USD","A","1987",45450.761,"E"
"CHL","GDP","TOT","MLN_USD","A","1988",50494.26,"E"
"CHL","GDP","TOT","MLN_USD","A","1989",58015.163,"E"
"CHL","GDP","TOT","MLN_USD","A","1990",62412.32,"E"
"CHL","GDP","TOT","MLN_USD","A","1991",69665.367,"E"
"CHL","GDP","TOT","MLN_USD","A","1992",80001.434,"E"
"CHL","GDP","TOT","MLN_USD","A","1993",87618.426,"E"
"CHL","GDP","TOT","MLN_USD","A","1994",94597.572,"E"
"CHL","GDP","TOT","MLN_USD","A","1995",106845.359,"E"
"CHL","GDP","TOT","MLN_USD","A","1996",116867.752,
"CHL","GDP","TOT","MLN_USD","A","1997",127713.472,
"CHL","GDP","TOT","MLN_USD","A","1998",134736.167,
"CHL","GDP","TOT","MLN_USD","A","1999",136118.236,
"CHL","GDP","TOT","MLN_USD","A","2000",146574.192,
"CHL","GDP","TOT","MLN_USD","A","2001",154736.78,
"CHL","GDP","TOT","MLN_USD","A","2002",162067.995,
"CHL","GDP","TOT","MLN_USD","A","2003",171831.21,
"CHL","GDP","TOT","MLN_USD","A","2004",189179.005,
"CHL","GDP","TOT","MLN_USD","A","2005",206274.403,
"CHL","GDP","TOT","MLN_USD","A","2006",257648.251,
"CHL","GDP","TOT","MLN_USD","A","2007",280051.852,
"CHL","GDP","TOT","MLN_USD","A","2008",275716.447,
"CHL","GDP","TOT","MLN_USD","A","2009",272874.1,
"CHL","GDP","TOT","MLN_USD","A","2010",309886.434,
"CHL","GDP","TOT","MLN_USD","A","2011",350575.242,
"CHL","GDP","TOT","MLN_USD","A","2012",374241.572,
"CHL","GDP","TOT","MLN_USD","A","2013",394291.936,
"CHL","GDP","TOT","MLN_USD","A","2014",404667.282,
"CHL","GDP","TOT","MLN_USD","A","2015",407878.248,
"CHL","GDP","TOT","MLN_USD","A","2016",426776.809,
"CHL","GDP","TOT","MLN_USD","A","2017",451984.54,
"CHL","GDP","TOT","MLN_USD","A","2018",463368.859,
"CHL","GDP","TOT","MLN_USD","A","2019",492274.022,
"CHL","GDP","TOT","MLN_USD","A","2020",479199.231,
"CHN","GDP","TOT","MLN_USD","A","1970",85438.304,
"CHN","GDP","TOT","MLN_USD","A","1971",96121.086,
"CHN","GDP","TOT","MLN_USD","A","1972",104113.203,
"CHN","GDP","TOT","MLN_USD","A","1973",118354.979,
"CHN","GDP","TOT","MLN_USD","A","1974",132018.289,
"CHN","GDP","TOT","MLN_USD","A","1975",156802.363,
"CHN","GDP","TOT","MLN_USD","A","1976",162850.677,
"CHN","GDP","TOT","MLN_USD","A","1977",186073.132,
"CHN","GDP","TOT","MLN_USD","A","1978",222390.403,
"CHN","GDP","TOT","MLN_USD","A","1979",259127.527,
"CHN","GDP","TOT","MLN_USD","A","1980",304664.757,
"CHN","GDP","TOT","MLN_USD","A","1981",350540.055,
"CHN","GDP","TOT","MLN_USD","A","1982",405764.455,
"CHN","GDP","TOT","MLN_USD","A","1983",467064.854,
"CHN","GDP","TOT","MLN_USD","A","1984",557434.947,
"CHN","GDP","TOT","MLN_USD","A","1985",652298.419,
"CHN","GDP","TOT","MLN_USD","A","1986",724984.616,
"CHN","GDP","TOT","MLN_USD","A","1987",829519.043,
"CHN","GDP","TOT","MLN_USD","A","1988",955150.422,
"CHN","GDP","TOT","MLN_USD","A","1989",1034355.175,
"CHN","GDP","TOT","MLN_USD","A","1990",1115322.092,
"CHN","GDP","TOT","MLN_USD","A","1991",1259839.438,
"CHN","GDP","TOT","MLN_USD","A","1992",1471840.436,
"CHN","GDP","TOT","MLN_USD","A","1993",1715900.83,
"CHN","GDP","TOT","MLN_USD","A","1994",1981021.007,
"CHN","GDP","TOT","MLN_USD","A","1995",2244107.964,
"CHN","GDP","TOT","MLN_USD","A","1996",2511946.979,
"CHN","GDP","TOT","MLN_USD","A","1997",2791286.356,
"CHN","GDP","TOT","MLN_USD","A","1998",3044172.204,
"CHN","GDP","TOT","MLN_USD","A","1999",3324726.539,
"CHN","GDP","TOT","MLN_USD","A","2000",3687630.036,
"CHN","GDP","TOT","MLN_USD","A","2001",4082649.601,
"CHN","GDP","TOT","MLN_USD","A","2002",4526019.906,
"CHN","GDP","TOT","MLN_USD","A","2003",5072832.62,
"CHN","GDP","TOT","MLN_USD","A","2004",5736266.277,
"CHN","GDP","TOT","MLN_USD","A","2005",6588930.108,
"CHN","GDP","TOT","MLN_USD","A","2006",7651865.385,
"CHN","GDP","TOT","MLN_USD","A","2007",8975591.932,
"CHN","GDP","TOT","MLN_USD","A","2008",10033233.895,
"CHN","GDP","TOT","MLN_USD","A","2009",11059906.363,
"CHN","GDP","TOT","MLN_USD","A","2010",12378809.289,
"CHN","GDP","TOT","MLN_USD","A","2011",13844365.747,
"CHN","GDP","TOT","MLN_USD","A","2012",15124539.502,
"CHN","GDP","TOT","MLN_USD","A","2013",16185062.522,
"CHN","GDP","TOT","MLN_USD","A","2014",17121277.096,
"CHN","GDP","TOT","MLN_USD","A","2015",17796747.039,
"CHN","GDP","TOT","MLN_USD","A","2016",18712097.153,
"CHN","GDP","TOT","MLN_USD","A","2017",19887035.113,
"CHN","GDP","TOT","MLN_USD","A","2018",21739076.019,
"CHN","GDP","TOT","MLN_USD","A","2019",23547025.985,
"COL","GDP","TOT","MLN_USD","A","1975",33205.665,"E"
"COL","GDP","TOT","MLN_USD","A","1976",36659.912,"E"
"COL","GDP","TOT","MLN_USD","A","1977",40569.6,"E"
"COL","GDP","TOT","MLN_USD","A","1978",47117.338,"E"
"COL","GDP","TOT","MLN_USD","A","1979",53797.652,"E"
"COL","GDP","TOT","MLN_USD","A","1980",61095.046,"E"
"COL","GDP","TOT","MLN_USD","A","1981",68528.285,"E"
"COL","GDP","TOT","MLN_USD","A","1982",73582.395,"E"
"COL","GDP","TOT","MLN_USD","A","1983",77772.817,"E"
"COL","GDP","TOT","MLN_USD","A","1984",83008.015,"E"
"COL","GDP","TOT","MLN_USD","A","1985",88220.892,"E"
"COL","GDP","TOT","MLN_USD","A","1986",95189.785,"E"
"COL","GDP","TOT","MLN_USD","A","1987",103009.869,"E"
"COL","GDP","TOT","MLN_USD","A","1988",111458.759,"E"
"COL","GDP","TOT","MLN_USD","A","1989",119941.139,"E"
"COL","GDP","TOT","MLN_USD","A","1990",165700.635,"E"
"COL","GDP","TOT","MLN_USD","A","1991",176082.271,"E"
"COL","GDP","TOT","MLN_USD","A","1992",187881.644,"E"
"COL","GDP","TOT","MLN_USD","A","1993",203347.607,"E"
"COL","GDP","TOT","MLN_USD","A","1994",219336.691,"E"
"COL","GDP","TOT","MLN_USD","A","1995",235861.379,"E"
"COL","GDP","TOT","MLN_USD","A","1996",243994.265,"E"
"COL","GDP","TOT","MLN_USD","A","1997",256130.449,"E"
"COL","GDP","TOT","MLN_USD","A","1998",260578.396,"E"
"COL","GDP","TOT","MLN_USD","A","1999",250618.738,"E"
"COL","GDP","TOT","MLN_USD","A","2000",262804.16,"E"
"COL","GDP","TOT","MLN_USD","A","2001",273074.932,"E"
"COL","GDP","TOT","MLN_USD","A","2002",284339.865,"E"
"COL","GDP","TOT","MLN_USD","A","2003",300969.204,"E"
"COL","GDP","TOT","MLN_USD","A","2004",325554.521,"E"
"COL","GDP","TOT","MLN_USD","A","2005",351494.949,
"COL","GDP","TOT","MLN_USD","A","2006",386455.856,
"COL","GDP","TOT","MLN_USD","A","2007",423576.909,
"COL","GDP","TOT","MLN_USD","A","2008",445994.474,
"COL","GDP","TOT","MLN_USD","A","2009",454515.97,
"COL","GDP","TOT","MLN_USD","A","2010",480479.224,
"COL","GDP","TOT","MLN_USD","A","2011",524596.546,
"COL","GDP","TOT","MLN_USD","A","2012",548251.361,
"COL","GDP","TOT","MLN_USD","A","2013",585888.316,
"COL","GDP","TOT","MLN_USD","A","2014",618792.732,
"COL","GDP","TOT","MLN_USD","A","2015",624119.465,
"COL","GDP","TOT","MLN_USD","A","2016",665398.39,
"COL","GDP","TOT","MLN_USD","A","2017",693117.075,
"COL","GDP","TOT","MLN_USD","A","2018",738255.957,
"COL","GDP","TOT","MLN_USD","A","2019",786356.837,"P"
"COL","GDP","TOT","MLN_USD","A","2020",741375.655,"E"
"EST","GDP","TOT","MLN_USD","A","1993",8662.223,"E"
"EST","GDP","TOT","MLN_USD","A","1994",8701.887,"E"
"EST","GDP","TOT","MLN_USD","A","1995",9286.516,
"EST","GDP","TOT","MLN_USD","A","1996",9731.865,
"EST","GDP","TOT","MLN_USD","A","1997",11163.539,
"EST","GDP","TOT","MLN_USD","A","1998",11713.351,
"EST","GDP","TOT","MLN_USD","A","1999",11694.818,
"EST","GDP","TOT","MLN_USD","A","2000",13167.133,
"EST","GDP","TOT","MLN_USD","A","2001",14323.576,
"EST","GDP","TOT","MLN_USD","A","2002",16087.747,
"EST","GDP","TOT","MLN_USD","A","2003",17982.521,
"EST","GDP","TOT","MLN_USD","A","2004",19790.083,
"EST","GDP","TOT","MLN_USD","A","2005",22536.556,
"EST","GDP","TOT","MLN_USD","A","2006",26019.613,
"EST","GDP","TOT","MLN_USD","A","2007",29720.555,
"EST","GDP","TOT","MLN_USD","A","2008",30488.762,
"EST","GDP","TOT","MLN_USD","A","2009",27348.141,
"EST","GDP","TOT","MLN_USD","A","2010",28807.764,
"EST","GDP","TOT","MLN_USD","A","2011",32598.245,
"EST","GDP","TOT","MLN_USD","A","2012",34384.891,
"EST","GDP","TOT","MLN_USD","A","2013",36198.154,
"EST","GDP","TOT","MLN_USD","A","2014",38050.086,
"EST","GDP","TOT","MLN_USD","A","2015",38378.235,
"EST","GDP","TOT","MLN_USD","A","2016",41201.029,
"EST","GDP","TOT","MLN_USD","A","2017",44556.482,
"EST","GDP","TOT","MLN_USD","A","2018",47801.151,
"EST","GDP","TOT","MLN_USD","A","2019",50812.906,
"EST","GDP","TOT","MLN_USD","A","2020",50480.454,
"IND","GDP","TOT","MLN_USD","A","1970",152694.934,"E"
"IND","GDP","TOT","MLN_USD","A","1971",163071.097,"E"
"IND","GDP","TOT","MLN_USD","A","1972",169179.026,"E"
"IND","GDP","TOT","MLN_USD","A","1973",184330.693,"E"
"IND","GDP","TOT","MLN_USD","A","1974",203299.58,"E"
"IND","GDP","TOT","MLN_USD","A","1975",242455.185,"E"
"IND","GDP","TOT","MLN_USD","A","1976",260052.606,"E"
"IND","GDP","TOT","MLN_USD","A","1977",296249.08,"E"
"IND","GDP","TOT","MLN_USD","A","1978",335200.411,"E"
"IND","GDP","TOT","MLN_USD","A","1979",343995.471,"E"
"IND","GDP","TOT","MLN_USD","A","1980",400332.653,"E"
"IND","GDP","TOT","MLN_USD","A","1981",464532.833,"E"
"IND","GDP","TOT","MLN_USD","A","1982",510376.099,"E"
"IND","GDP","TOT","MLN_USD","A","1983",569024.261,"E"
"IND","GDP","TOT","MLN_USD","A","1984",612078.335,"E"
"IND","GDP","TOT","MLN_USD","A","1985",664612.438,"E"
"IND","GDP","TOT","MLN_USD","A","1986",710382.004,"E"
"IND","GDP","TOT","MLN_USD","A","1987",756811.769,"E"
"IND","GDP","TOT","MLN_USD","A","1988",858942.254,"E"
"IND","GDP","TOT","MLN_USD","A","1989",945702.666,"E"
"IND","GDP","TOT","MLN_USD","A","1990",1035392.411,"E"
"IND","GDP","TOT","MLN_USD","A","1991",1081719.25,"E"
"IND","GDP","TOT","MLN_USD","A","1992",1167026.26,"E"
"IND","GDP","TOT","MLN_USD","A","1993",1251432.788,"E"
"IND","GDP","TOT","MLN_USD","A","1994",1363267.027,"E"
"IND","GDP","TOT","MLN_USD","A","1995",1497278.186,"E"
"IND","GDP","TOT","MLN_USD","A","1996",1639800.406,"E"
"IND","GDP","TOT","MLN_USD","A","1997",1735631.106,"E"
"IND","GDP","TOT","MLN_USD","A","1998",1863712.751,"E"
"IND","GDP","TOT","MLN_USD","A","1999",2057860.823,"E"
"IND","GDP","TOT","MLN_USD","A","2000",2184672.996,"E"
"IND","GDP","TOT","MLN_USD","A","2001",2340291.66,"E"
"IND","GDP","TOT","MLN_USD","A","2002",2467741.796,"E"
"IND","GDP","TOT","MLN_USD","A","2003",2711146.309,"E"
"IND","GDP","TOT","MLN_USD","A","2004",3004720.147,"E"
"IND","GDP","TOT","MLN_USD","A","2005",3341591.148,"E"
"IND","GDP","TOT","MLN_USD","A","2006",3692995.072,"E"
"IND","GDP","TOT","MLN_USD","A","2007",4117624.683,"E"
"IND","GDP","TOT","MLN_USD","A","2008",4339909.661,"E"
"IND","GDP","TOT","MLN_USD","A","2009",4700537.017,"E"
"IND","GDP","TOT","MLN_USD","A","2010",5170042.756,"E"
"IND","GDP","TOT","MLN_USD","A","2011",5618380.736,
"IND","GDP","TOT","MLN_USD","A","2012",6153155.414,
"IND","GDP","TOT","MLN_USD","A","2013",6477517.562,
"IND","GDP","TOT","MLN_USD","A","2014",6781021.981,
"IND","GDP","TOT","MLN_USD","A","2015",7155724.182,
"IND","GDP","TOT","MLN_USD","A","2016",7665672.881,
"IND","GDP","TOT","MLN_USD","A","2017",8123456.655,"E"
"IDN","GDP","TOT","MLN_USD","A","1993",882246.516,"E"
"IDN","GDP","TOT","MLN_USD","A","1994",969027.177,"E"
"IDN","GDP","TOT","MLN_USD","A","1995",1070670.64,"E"
"IDN","GDP","TOT","MLN_USD","A","1996",1175514.685,"E"
"IDN","GDP","TOT","MLN_USD","A","1997",1251984.81,"E"
"IDN","GDP","TOT","MLN_USD","A","1998",1099882.399,"E"
"IDN","GDP","TOT","MLN_USD","A","1999",1124589.746,"E"
"IDN","GDP","TOT","MLN_USD","A","2000",1097928.464,"E"
"IDN","GDP","TOT","MLN_USD","A","2001",1162890.788,"E"
"IDN","GDP","TOT","MLN_USD","A","2002",1234436.591,"E"
